text,v2_Custom-trained_Spacy_Person,v2_Custom-trained_Spacy_Location,Pre-trained_Spacy_Person,Pre-trained_Spacy_Location
"Gaster (Stürmischer, langanhaltender Beifall und Händeklatschen), und",[],[],[],['Gaster']
"Dr. Max Mandelstamm (Stürmischer, langanhaltender Beifall und",['Dr. Max Mandelstamm'],[],['Max Mandelstamm'],[]
"Händeklatschen.) Ich beantrage ferner, diese Wahlen per acclamationem",[],[],[],[]
vorzunehmen.,[],[],[],[]
Vors. Dr. Herzl: Ist ein Widerspruch gegen den letzten Vorschlag?,['Dr. Herzl'],['Vors.'],[],[]
"(Nach einer Pause): Wenn nicht, so will ich zur Vereinfachung die",[],[],[],[]
Wahl als per acclamationem vorgenommen erklären.,[],[],[],[]
"(Stürmischer, langanhaltender Beifall und Händeklatschen.)",[],[],[],[]
Del. York-Steiner: Zu Beisitzern schlage ich Ihnen vor: Herrn,"['Del', 'York-Steiner', 'Herrn']",[],[],['Del.']
"Dr. Kohan-Bernstein (Stürmischer Beifall und Händeklatschen),",['Dr. Kohan-Bernstein'],[],[],[]
Herrn Professor Dr. R. Gottheil (Stürmischer Beifall und Hände¬,"['Herrn Professor Dr. R. Gottheil', 'Hände¬']",[],['R. Gottheil'],[]
"klatschen), Herrn D. Wolffsohn (Stürmischer Beifall und Hände¬","['Herrn D. Wolffsohn', 'Hände¬']",[],['Herrn D. Wolffsohn'],[]
"klatschen), Herrn S. Pineles (Stürmischer Beifall und Händeklatschen),",['Herrn S. Pineles'],[],['Herrn S. Pineles'],[]
"Herrn Dr. A. Kornhäuser (Stürmischer Beifall und Händeklatschen),",['Herrn Dr. A. Kornhäuser'],[],[],[]
"Herrn Dr. J. Bodenheimer (Stürmischer Beifall und Händeklatschen),",['Herrn Dr. J. Bodenheimer'],[],[],[]
und Herrn Dr. Jasinowski. (Stürmischer Beifall und Händeklatschen.),['Herrn Dr. Jasinowski'],[],[],[]
Ich beantrage die Vornahme der Wahl per Acclamation. (Stürmischer,[],[],[],[]
Beifall und Händeklatschen.,[],[],[],[]
"Vors. Dr. Herzl: Auch diese Wahl erscheint, wenn kein Wider¬",['Dr. Herzl'],['Vors.'],[],[]
spruch erfolgt (Nach einer Pause): durch Acclamation vor¬,[],[],[],[]
genommen. (Stürmischer Beifall und Händeklatschen.) Die Wahlen,[],[],[],[]
sind ja im Permanenz-Ausschusse auch lange genug berathen worden.,[],[],[],[]
Del. York-Steiner: Als Schriftführer schlage ich Ihnen vor:,"['Del', 'York-Steiner']",[],[],[]
"Für die hebräische Sprache Herrn Ingenieur Ussischkin, Herrn","['Ussischkin', 'Herrn']",[],[],[]
"Dr. Niemirower; für Englisch Herrn J. de Haas, für Fran¬","['Dr. Niemirower', 'Herrn J. de Haas']",['Englisch'],[],[]
zösisch Frau Professor Gottheil (Stürmischer Beifall und Hände¬,['Hände¬'],[],"['zösisch', 'Gottheil']",[]
"klatschen), für Deutsch Herrn Dr. Klee und Herrn Dr. Isidor","['Deutsch Herrn Dr. Klee', 'Herrn Dr. Isidor']",[],[],[]
"Marmorek, für Rumänisch ebenfalls Herrn Dr. Niemirower,","['Marmorek', 'Herrn Dr. Niemirower']",[],[],[]
"für den Jargon den Schriftsteller Ben-Ami, für Russisch Herrn","['Schriftsteller Ben-Ami', 'Herrn']",[],[],[]
Ingenieur W. Temkin.,['W. Temkin'],[],['W. Temkin.'],[]
Ich bitte die Wahlen per acclamationem vorzunehmen.,[],[],[],[]
Vors. Dr. Herzl: Wenn kein Widerspruch stattfindet (nach einer,['Dr. Herzl'],['Vors.'],[],[]
Pause): so kann ich auch diese Wahl als per acclamationem,[],['Pause'],[],[]
erfolgt erklären.,[],[],[],[]
"Ich bitte nunmehr die Gewählten, soferne sie nicht schon ihre",[],[],[],[]
"Plätze hier oben inne haben, jetzt ihre Plätze hier einzunehmen (Geschieht.",[],['Geschieht'],[],[]
Frau Professor Gottheil wird dabei stürmisch acclamiert).,['Frau Professor'],[],[],[]
Ich bitte nun die anderen Ausschüsse zu nominieren.,[],[],[],[]
Del. York-Steiner: Für den Finanz-Ausschuss sind nominiert,"['Del', 'York-Steiner']",[],[],[]
"die Herren: Dr. Solis Cohen (Philadelphia), Wolffsohn (Cöln,","['Dr. Solis Cohen', 'Wolffsohn (Cöln']",[],[],[]
11,[],[],[],[]
"Kremenetzky (Wien), Dr. Kornhäuser (Jaslo), Ing. Kessler","['Dr. Kornhäuser', 'Kessler']","['Kremenetzky', 'Wien', 'Jaslo']","['Kremenetzky', 'Dr. Kornhäuser']",['Wien']
"(Johannesburg), Schalit (Riga), Motzkin (Kiew), Nachmias","['Schalit', 'Motzkin']","['Johannesburg', 'Kiew', 'Nachmias']",[],"['Schalit', 'Riga', 'Motzkin', 'Kiew']"
"(Bukarest, Belkowsky (Petersburg), Moses (Kattowitz), Gustav","['Moses', 'Gustav']","['Bukarest', 'Belkowsky', 'Petersburg', 'Kattowitz']",['Moses'],[]
"Cohen (Hamburg), J. Cowen (London).",['J. Cowen'],"['Hamburg', 'London']",['J. Cowen'],[]
Vors. Dr. Herzl: Wenn kein Widerspruch erfolgt (nach einer,['Dr. Herzl'],['Vors.'],[],[]
Pause): ist dieser Vorschlag angenommen.,[],['Pause'],[],[]
Del. York-Steiner: Als Organisations-Ausschuss schlagen,"['Del', 'York-Steiner']",[],[],[]
wir Ihnen folgende 27 Mitglieder vor:,[],[],[],[]
"Dr. Kohan-Bernstein, Dr. Tschlen off, Ing. Temkin,","['Dr. Kohan-Bernstein', 'Dr. Tschlen', 'Temkin']",[],[],[]
"Rechtsanwalt Rosenbaum, Schenkin (Odessa), Bojukanski,","['Rosenbaum', 'Schenkin', 'Bojukanski']",['Odessa'],[],[]
"Ingenieur Bruck,",[],[],[],[]
"Weitzmann (Genf), Slatopolsky,",[],"['Weitzmann', 'Slatopolsky']",['Weitzmann'],[]
Dr.,['Dr.'],[],[],[]
"Motzkin, Dr. Moskovitz, M. Schwarzfeld, Josefovici,","['Motzkin', 'Dr. Moskovitz', 'M. Schwarzfeld', 'Josefovici']",[],[],[]
"J. Cowen, L. J. Greenberg, Prof. Gottheil, A. Engländer,","['J. Cowen', 'L. J. Greenberg', 'Prof. Gottheil', 'A. Engländer']",[],"['J. Cowen, L. J. Greenberg, Prof. Gottheil, A. Engländer,']",[]
"Dr. Alex. Marmorek, Dr. Klee, Dr. Isidor Marmorek, York-","['Dr. Alex. Marmorek', 'Dr. Klee', 'Dr. Isidor Marmorek']",[],"['Dr. Alex.', 'Isidor Marmorek, York-']",[]
"Steiner, Rintel (Rustschuk), Joel Weil, Dr. Ravenna, Dr.","['Steiner', 'Joel Weil', 'Dr. Ravenna', 'Dr.']",['Rustschuk'],"['Joel Weil, Dr. Ravenna, Dr.']",[]
"Rosenheck, Dr. Bryk, Dr. Werner.","['Rosenheck', 'Dr. Bryk', 'Dr. Werner']",[],[],[]
Del. Dr. Finkelstein: Einige Personen sind an einigen Ausschüssen,"['Del', 'Dr. Finkelstein']",[],['Del.'],[]
betheiligt. Ich finde das nicht für richtig.,[],[],[],[]
"Vors. Dr. Herzl: Ja, dann müssen Sie aber andere Vorschläge",['Dr. Herzl'],['Vors.'],[],[]
machen (Es werden von verschiedenen Seiten Namen genannt).,[],[],[],[]
"Da wir hier in eine derartige Discussion nicht eintreten können,",[],[],[],[]
so werden wir diese Ausschusswahl zurückstellen und die Liste dem,[],[],[],[]
"Permanenz-Ausschusse wieder mitgeben, welcher uns vielleicht zu",[],['Permanenz-Ausschusse'],[],[]
Beginn der Nachmittagssitzung einen neuen Bericht erstatten wird.,[],['Beginn'],[],[]
Wenn wir uns hier mit der Nominierung eines Ausschusses befassen,[],[],[],[]
"würden, würden wir zuviel Zeit verlieren (Zustimmung).",[],[],[],[]
"Del. York-Steiner: Geehrte Versammlung! Es wurde, um parla¬","['Del', 'York-Steiner']",[],[],[]
mentarisch verhandeln zu können und um diese so kostbare Zeit des,[],[],[],[]
"so kurzen Congresses nicht unnütz zu consumieren, beschlossen, sich",[],[],[],[]
in Landsmannschaften zu organisieren. Jede Landsmannschaft hat dann,['Landsmannschaft'],[],[],[]
"den bindenden Beschluss gefasst, für diese Liste zu stimmen, welche",[],[],[],[]
nach sehr eingehenden und ausführlichen Debatten aufgestellt wurde.,[],[],[],[]
"Jeder Versuch, über diese sorgfältig durchdachte Liste hier mit zufälligen",['Jeder Versuch'],[],[],[]
"Namen gewissermassen eine Art Obstruction durchzuführen, wirkt so",[],[],[],[]
"störend, dass ich Sie inständigst bitten möchte, davon abzusehen.",[],[],['inständigst'],[]
"Vors. Dr. Herzl. Ich kann es aber nicht zulassen, Herr York-","['Dr. Herzl', 'Herr York-']",['Vors.'],[],[]
"Steiner, dass Sie einen Antrag, der aus dem Plenum kommt, als Ob¬",['Steiner'],[],[],[]
struction bezeichnen (Zustimmung).,[],[],[],[]
Da sich gegen die Vornahme dieser Wahl per acclamationem ein,[],[],[],[]
"Widerspruch erhoben hat, so können wir nach § 4, Absatz 3 unserer",[],[],[],[]
"Geschäftsordnung diese Wahl nur mittelst Stimmzettel vornehmen, da",[],[],[],[]
"auch eine einzige Stimme genügt, um eine Wahl per acclamationem zu",[],[],[],[]
verhindern. Da wir aber auf diese Weise den ganzen Vormittag mit,[],[],[],[]
"dieser Wahl verlieren würden, bitte ich Sie, Ihre Nennungen sofort",[],[],[],[]
den Schriftführern zu geben. Wir werden Sie dann dem Permanenz¬,[],[],[],[]
Ausschusse zur neuen Durchberathung mitgeben.,[],[],[],[]
Del. York-Steiner: Ich mache nur auf den von uns beschlossenen,"['Del', 'York-Steiner']",[],[],[]
"Vorgang aufmerksam, wonach jeder Herr dem Mitgliede des Permanenz¬",[],[],[],[]
Ausschusses aus seiner Landsmannschaft solche Einwendungen zu über¬,[],[],[],[]
geben hat.,[],[],[],[]
Für den Colonisations-Ausschuss sind vorgeschlagen,[],[],[],[]
die Herren:,[],[],[],[]
"Aron Markus, Krakau,",['Aron Markus'],['Krakau'],"['Aron Markus, Krakau,']",[]
"Chissin, Genf,","['Chissin', 'Genf']",[],[],[]
"York Steiner, Wien,",['Steiner'],"['York', 'Wien']",[],[]
"Ussischkin, Ekaterinoslaw,",[],['Ussischkin'],[],[]
"Gewitsch, Wien,",['Gewitsch'],['Wien'],[],"['Gewitsch, Wien']"
"Dr. Tschlenoff, Moskau,",['Dr. Tschlenoff'],['Moskau'],"['Dr. Tschlenoff, Moskau']",[]
"Dr. Werner, Wien,",['Dr. Werner'],['Wien'],"['Dr. Werner, Wien']",[]
"Rabbiner Rabbinowitsch, Alexot,",['Rabbinowitsch'],[],[],[]
"Miss Eva Leon, New-York,",['Miss'],['New-York'],"['Miss Eva Leon, New-York,']",[]
"S. Barbasch, Odessa,",['S. Barbasch'],['Odessa'],"['S. Barbasch, Odessa,']",[]
12,[],['12'],[],[]
"Ingenieur Kessler, Johannesburg,","['Kessler', 'Johannesburg']",[],[],[]
"Perlmann, Leeds,",[],['Leeds'],[],[]
"Dr. Menzel, Czernowitz,",['Dr. Menzel'],['Czernowitz'],"['Dr. Menzel, Czernowitz,']",[]
"D. Wolffe, Birmingham,",['D. Wolffe'],['Birmingham'],"['D. Wolffe, Birmingham,']",[]
"Löbl Taubes, Kolomea,","['Löbl Taubes', 'Kolomea']",[],"['Löbl Taubes, Kolomea,']",[]
"Pineles, Galatz,",['Pineles'],['Galatz'],[],[]
"Motzkin, Berlin,",['Motzkin'],['Berlin'],[],[]
"Schaira,",[],[],[],[]
Rabbiner L,[],['L'],[],[]
"öbl, Piatra.",[],['Piatra'],[],[]
Vors. Dr. Herz,['Dr. Herz'],['Vors.'],[],[]
Wird bezüglich dieses Ausschusses die Accla¬,[],[],[],[]
"mationswahl gewünscht,",[],[],[],[]
oder ist dagegen ein Widerspruch?,[],[],[],[]
Del. Dr. Goldberg:,"['Del', 'Dr. Goldberg']",[],['Del.'],[]
"Ich erlaube mir darauf aufmerksam zu machen,",[],[],[],[]
dass Herr Motzkin bereits in 2 Ausschüsse gewählt wurde und ich,['Herr Motzkin'],[],['Herr Motzkin'],[]
schlage an seiner Stelle,[],[],[],[]
Herrn Dr. Friedemann vor.,['Herrn Dr. Friedemann'],[],['Herrn Dr. Friedemann'],[]
Berichterstatter Vork-Steiner: Herr Dr. Friedemann ist bereits,['Herr Dr. Friedemann'],[],[],[]
Mitglied von 3 Ausschüssen und könnte so viel Arbeit nicht bewältigen.,[],[],[],[]
Wir haben ohnedies alles genau bei der Berathung im Ausschusse er¬,[],[],[],['Ausschusse er¬']
"wogen und ich bitte Herrn Dr. Goldberg, seinen Antrag zurück¬",['Herrn Dr. Goldberg'],[],[],[]
zuziehen.,[],[],[],[]
Del. Dr. Goldberg: Ich ziehe meinen Antrag zurück.,"['Del', 'Dr. Goldberg']",[],['Del.'],[]
Vors. Dr. Herzl: Wird also die Wahl mittelst Acclamation,['Dr. Herzl'],['Vors.'],[],[]
gewünscht?,[],[],[],[]
Del. Bouchmil: Ich bin dagegen.,"['Del', 'Bouchmil']",[],[],[]
"Vors. Dr. Herzl: Es bleibt also nichts übrig, als dass,",['Dr. Herzl'],['Vors.'],[],[]
wie in dem,[],[],[],[]
früheren,[],[],[],[]
"Falle, die Herren, welche Gegenvorschläge stellen",[],[],[],[]
"wollen, dies",[],[],[],[]
durch,[],[],[],[]
ihre Vertreter im Permanenz¬,[],['Permanenz¬'],[],[]
Ausschusse zur Geltung,[],[],[],[]
bringen.,[],[],[],[]
Berichterstatter Vork-Steiner:,[],[],[],[]
Für den Cultur-Ausschuss,[],[],[],[]
werden,[],[],[],[]
vorgeschlagen die Herren:,[],[],[],[]
"Rabbiner Reines,",['Reines'],[],[],[]
Rabbiner Dr. Niemirower.,['Dr. Niemirower'],[],['Dr. Niemirower.'],[]
"Ingenieur Paley,",[],[],[],[]
"Löbl Taubes,",['Löbl Taubes'],[],"['Löbl Taubes,']",[]
"Janowski,",['Janowski'],[],[],[]
"Dr. F. E. Weis,",['Dr. F. E. Weis'],[],[],[]
"Dr. Ebner,",['Dr. Ebner'],[],[],[]
"Dr. Friedemann,",['Dr. Friedemann'],[],"['Dr. Friedemann,']",[]
"Friedenthal,",['Friedenthal'],[],[],[]
"N. Sousch,",['N. Sousch'],[],[],[]
"Dr. Gaster,",['Dr. Gaster'],[],[],[]
"Wolpe, Frankfurt a. M.,",[],['Frankfurt a. M.'],[],[]
"Massel,",['Massel'],[],[],[]
"Herbst, Sofia,",['Herbst'],['Sofia'],[],[]
"Dr. Lippe,",['Dr. Lippe'],[],[],[]
Prof. Jastrow.,['Prof. Jastrow'],[],[],[]
Vors. Dr. Herzl: Ist die Versammlung für die,['Dr. Herzl'],['Vors.'],[],[]
Wahl mittelst,[],[],[],[]
Acclamation? (Widerspruch.) Dann werden wir die Wahl mittelst,['Dann'],[],[],[]
Stimmzettel vornehmen.,[],[],[],[]
"Del. Buber: Ich mache darauf aufmerksam, dass die Auffassung be¬","['Del', 'Buber']",[],[],[]
treffs der Acclamation bei einigen Herren auf Widerspruch stosst. § 4 der,[],[],[],[]
"Geschäftsordnung bestimmt, dass Wahlen über Antrag eines Delegierten,",[],[],[],[]
"falls keine einzige Stimme sich dagegen erhebt, durch Acclamation er¬",[],[],[],[]
"folgen können. Wenn aber einmal Acclamation beschlossen ist, kann",[],[],[],[]
nicht mehr anders gewählt werden.,[],[],[],[]
Vors. Dr. Herzl. Nach meiner Auffassung darf das Princip der,['Dr. Herzl'],"['Vors.', 'Princip']",[],[]
Acclamation keinem Widerspruche begegnen. Das ist diejenige Aus¬,[],['Widerspruche'],[],[]
"legung, welche der Minorität am meisten Rechnung trägt.",[],[],[],[]
Ich bitte nunmehr den Vorschlag betreffs des temporären,[],[],[],[]
Bank-Ausschusses zu erstatten.,[],[],[],['Bank-Ausschusses']
Berichterstatter Vork-Steiner: Bevor ich die Liste der zu Wählenden,[],['Bevor'],[],[]
"vortrage, möchte ich mir folgende Bemerkung gestatten.",[],[],[],[]
In der Permanenz-Commission wurden die Wahlvorschläge für,[],[],[],[]
die Ausschüsse sehr sorgfältig erwogen und jeder einzelne Mann darauf,[],[],[],[]
"geprüft, ob er in dem betreffenden Ausschusse arbeiten will; dabei",[],[],[],[]
wurde auch darauf geachtet dass auf den Einzelnen nicht zu viel,[],[],[],[]
Belastung entfällt. Sie erreichen durch eine andere Art der Wahl nichts,[],[],[],[]
"anderes, als eine Verzögerung der Arbeiten des Congresses.",[],[],[],[]
Ich verlese nunmehr die Liste für den temporären Bank¬,[],[],[],[]
"ausschuss, für welche folgende Herren vorgeschlagen werden:",[],[],[],[]
13,[],[],[],[]
B. Jahr-Lemberg,['B. Jahr-Lemberg'],[],[],['B. Jahr-Lemberg']
Ingenieur Paley,[],[],[],[]
Ehrlich-Lemberg,[],['Ehrlich-Lemberg'],[],[]
Prof. Belkovsky,['Prof. Belkovsky'],[],[],[]
Dr. F. E. Weis,['Dr. F. E. Weis'],[],[],[]
Karpass,[],[],[],[]
Ingenieur Seidener,['Seidener'],[],[],[]
Alex. Kohon,['Alex. Kohon'],[],['Alex.'],[]
Rintel,[],[],[],[]
Rechtsanwalt Rosenbaum,['Rosenbaum'],[],[],[]
Josef Weil,['Josef Weil'],[],['Josef Weil'],[]
Director Kamino,[],['Kamino'],[],[]
Dr. Ravenna-Ancona,['Dr. Ravenna-Ancona'],[],['Dr. Ravenna-Ancona'],[]
J. Stern-Bukarest,['J. Stern-Bukarest'],[],['J. Stern-Bukarest'],[]
Lenox Löwe-Johannesburg,[],['Lenox Löwe-Johannesburg'],['Lenox Löwe-Johannesburg'],[]
Ad. Rosenblüh,['Ad. Rosenblüh'],[],[],[]
Mr. Ritter,['Mr. Ritter'],[],['Mr. Ritter'],[]
Josefovici,['Josefovici'],[],[],[]
Davis Trie esch-New-York.,[],['Davis'],['Davis Trie'],[]
Dr. Schifter,['Dr. Schifter'],[],['Dr. Schifter'],[]
"leid, dass ich gegen die Zusammen¬",[],[],[],[]
Del. Dr. Goldberg: Es tut mir,"['Del', 'Dr. Goldberg']",[],['Del.'],[]
setzung dieses Ausschusses Widerspruch erheben muss.,[],[],[],[]
"Vors. Dr. Herzl. Um nicht die Zeit zu verlieren, werden wir, wenn",['Dr. Herzl'],['Vors.'],[],[]
"wird, die Wahlen für den Beginn",[],['Beginn'],[],[]
dagegen kein Widerspruch erhoben,[],[],[],[]
"der Nachmittagssitzung ansetzen und dieselben, wenn der Permanenz¬",[],['Permanenz¬'],[],[]
"Ausschuss seine Vorschläge erstattet haben wird, entweder per Acclama¬",['Ausschuss'],['Acclama¬'],[],[]
tion oder mittelst Stimmzettel vornehmen. (Zustimmung.,[],[],[],[]
Nun übergeben wir Ihnen die neue Geschäftsordnung. Die¬,[],[],[],[]
selbe ist im wesentlichen die Geschäftsordnung des vorigen Jahres;,[],[],[],[]
"nur wurde einigen Bedenken Rechnung getragen, die beim 2. Congresse",[],[],[],[]
"geäussert wurden, welche dahin gehen, die Gewalt des Präsidiums ein¬",[],['Präsidiums'],[],[]
zuschränken. (Heiterkeit.) Die neue Geschäftsordnung ist also jedenfalls,[],[],[],[]
"eine bessere, als die alte, wovon Sie sich übrigens überzeugen konnten,",[],[],[],[]
wenn sie dieselbe durchgelesen haben.,[],[],[],[]
"Ich frage nunmehr, ob Sie die neue Geschäftsordnung en bloc",[],[],[],[]
annehmen wollen oder ob ein anderer Modus beliebt wird.,[],[],[],[]
Del. Dr. Goldberg: Ich habe bloss ein Bedenken gegen das Alinea 3,"['Del', 'Dr. Goldberg']",[],['Del.'],['Alinea']
4.,[],[],[],[]
des §,[],[],[],[]
"Ich halte es nicht gut möglich, sofort in die",[],[],[],[]
Del. Dr. Friedemann :,"['Del', 'Dr. Friedemann']",[],"['Del.', 'Friedemann']",[]
"Berathung einzugehen, da wir die Geschäftsordnung erst bekommen",[],[],[],[]
"haben, also nicht genügend Zeit war dieselbe genau durchzusehen. Ich",[],[],[],[]
über die Geschäftsordnung erst Nachmittag,['Nachmittag'],[],[],[]
"daher bitten,",[],[],[],[]
möchte,[],[],[],[]
abzustimmen.,[],[],[],[]
Del. Gewitsch: Ich beantrage zur Prüfung der Geschäftsordnung,['Del'],[],[],[]
"ein 12- oder 15-gliedriges Comité einzusetzen, das bis Nachmittag",[],[],[],[]
Bericht zu erstatten hätte.,[],[],[],[]
"Voors. Dr. Herzl. Ich glaube, es wird Zeit erspart werden, wenn","['Voors', 'Dr. Herzl']",[],[],[]
wir die Beschlussfassung über die Geschäftsordnung zu Beginn der,[],[],[],[]
Nachmittagssitzung ansetzen. Es wird voraussichtlich im Laufe der,[],[],[],[]
"Vormittagssitzung keine solche Frage auftauchen, zu welcher wir die",[],[],[],[]
Geschäftsordnung anrufen müssten. Es dürfte daher dem Wunsche des,[],[],[],[]
"Congresses entsprechen, wenn ich die Wahlen und die Geschäftsordnung",[],[],[],[]
für die Nachmittagssitzung zurückstelle und ich übergehe nun zum,[],[],[],[]
nächsten Punkte der Tagesordnung: „Allgemeine Lage der,[],[],[],[]
"Juden“ und bitte Herrn Dr. Max Nordau, das Wort zu nehmen.",['Herrn Dr. Max Nordau'],[],"['Max Nordau,']",[]
"(Stürmischer, lang andauernder Beifall und Händeklatschen im Saale",[],[],[],[]
und auf der Gallerie.),[],[],[],[]
Dr. Max Norda:,['Dr. Max Norda'],[],['Max Norda:'],[]
Geehrte Versammlung!,[],[],[],[]
Die Vertreter des jüdischen Volkes versammeln sich heute,[],[],[],[]
"zum drittenmale im gastlichen Basel. Die Stimmung, in der wir",[],['Basel'],[],['Basel']
"uns begegnen, muss nun eine andere werden, wie unsere Aufgaben",[],[],[],[]
andere geworden sind.,[],[],[],[]
14 —,[],[],[],[]
"Vor zwei Jahren, auch noch im vergangenen Jahre, haben",[],[],[],[]
"wir hier etwas wie einen wachen Traum gelebt. Uns schien, wir",[],[],[],[]
"seien Zeugen eines Wunders, das sich um uns und an uns begebe.",[],[],[],[]
"Wir zweifelten fast an seiner Wirklichkeit, die wir doch mit allen",[],[],[],[]
"Sinnen feststellen konnten. Uns war märchenhaft zu Muthe, wie",[],[],[],[]
"Brüdern, die seit tausend Jahren im Grabe gelegen hätten und",[],[],[],['Grabe']
"nun plötzlich wieder im Fleische vor einander ständen, einander",[],[],[],[]
lebendig in die Augen blickten und die Hand drückten.,[],[],[],[]
